horizon,model,feature,mean,std,min,max
50,lightgbm_classifier,rolling_volatility_20,0.042797689354500255,0.009355924507791899,0.0347356228225642,0.0565016965421268
50,lightgbm_classifier,time_cos,0.0413869534540555,0.006780584343910533,0.0352768006896447,0.0521209729675051
50,lightgbm_classifier,ofi_l1_sum_100,0.0405024950822506,0.001962973066350309,0.0377762809274433,0.0424846177015587
50,lightgbm_classifier,queue_imbalance_l1,0.03614582950929826,0.003301045062848746,0.0314336973374381,0.0400824443852683
50,lightgbm_classifier,event_intensity_50,0.03387019939977936,0.005732645263458194,0.0291549565436802,0.040711786902365
50,lightgbm_classifier,event_intensity_100,0.03234376617261584,0.005385942119453324,0.0257223156005038,0.0393951468259766
50,lightgbm_classifier,event_intensity_20,0.02991552960253514,0.01241225892211603,0.0168809433128893,0.0437185523923686
50,lightgbm_classifier,add_pressure_50,0.029138602485350922,0.024101492965240025,0.0096314300549506,0.0677785314815891
50,lightgbm_classifier,trade_pressure_100,0.028672830494425622,0.0024875009609199284,0.0262724753778824,0.0325989215213889
50,lightgbm_classifier,ofi_l1_sum_50,0.0258673633569364,0.002260028620341826,0.0223303149118927,0.0278617264463394
50,lightgbm_classifier,depth_imbalance_10,0.02564390485174912,0.00454004431142305,0.0210689535997932,0.0311894988044939
50,lightgbm_classifier,microprice_deviation_bps,0.02438458580833758,0.002898159800852551,0.0217412233609036,0.0287403504632858
50,lightgbm_classifier,depth_imbalance_5,0.02348906215903358,0.0043165900406361025,0.0184387871234127,0.029757368812402
50,lightgbm_classifier,cancel_pressure_20,0.02049899970977864,0.004664224816910542,0.0149583299142604,0.025683451211919
50,lightgbm_classifier,add_pressure_100,0.01981656022646254,0.0033552038942151244,0.0166709148790243,0.0251799256753054
50,lightgbm_classifier,ofi_l1_sum_20,0.0184937976543636,0.0012304955598380642,0.0164371690374371,0.0195467290422539
50,lightgbm_classifier,add_pressure_20,0.01821392236210812,0.003180396865062337,0.0140667168730324,0.0223825286748875
50,lightgbm_classifier,cancel_pressure_100,0.01658854269546968,0.0030946319710668723,0.014161982369945,0.0217507747394297
50,lightgbm_classifier,cancel_pressure_50,0.013372999296097402,0.003195618769077508,0.0107309695130978,0.0184840279206377
50,lightgbm_classifier,session_fraction,0.01018379991395844,0.0019777351065167997,0.0088155697146654,0.0136414029889968
50,lightgbm_classifier,depth_imbalance_1,0.00698572077793932,0.0008035161281532551,0.0060146613453719,0.008138138625409
50,lightgbm_classifier,is_visible_execution,0.00437385010644808,0.0015970326495986218,0.0020337671664765,0.0061587780971744
50,lightgbm_classifier,ofi_l1,0.0017291930493749802,0.0002567876680885803,0.001341442089411,0.0019784740234288
50,lightgbm_classifier,event_interarrival_us,0.0009171825065928,0.0003113818270067343,0.0004846627723814,0.0013002830388589
50,lightgbm_classifier,is_hidden_execution,0.00027858171169996537,0.00019759079888095505,4.806387836020996e-05,0.0004973986422396
50,lightgbm_classifier,is_deletion,5.0858890925891614e-05,7.379780648323439e-05,0.0,0.0001616781125507
50,lightgbm_classifier,is_submission,2.7035008289794393e-05,3.972651101845559e-05,0.0,8.797250492338234e-05
50,lightgbm_classifier,is_partial_cancel,0.0,0.0,0.0,0.0
50,lightgbm_regressor,trade_pressure_20,0.1429270880436539,0.024404719242678265,0.1035474056482619,0.169936929745408
50,lightgbm_regressor,trade_pressure_50,0.09846334814900745,0.02135491242919488,0.0653909050418991,0.1232483982787444
50,lightgbm_regressor,rolling_volatility_100,0.0936980356959541,0.035128102995392235,0.0534456013520445,0.1252405670843328
50,lightgbm_regressor,spread_bps,0.07127122179212449,0.010710451333063784,0.0558686440630488,0.0811422743969268
50,lightgbm_regressor,seconds_from_open,0.058108089513119944,0.02025584381738494,0.044634081192189,0.0919990979466453
50,lightgbm_regressor,time_sin,0.05036840313136778,0.01611086530614248,0.0238431309085924,0.0640900681965498
50,lightgbm_regressor,ofi_l1_sum_100,0.040190985568214474,0.006783056649504635,0.0311867236084201,0.0455748160499485
50,lightgbm_regressor,rolling_volatility_50,0.04017367940855044,0.005525862112489052,0.0341064707979906,0.0481320481947319
50,lightgbm_regressor,ofi_l1_sum_50,0.03931397183003838,0.006306697416735231,0.0305294359722216,0.0456812453514668
50,lightgbm_regressor,time_cos,0.03902224137491074,0.008431452998438792,0.0309144700492825,0.0519795155832367
50,lightgbm_regressor,event_intensity_100,0.035436235540566616,0.0057607088559185355,0.0280568958228541,0.0421114839068991
50,lightgbm_regressor,rolling_volatility_20,0.03321284819959172,0.0051830863827847275,0.028136226788108,0.0403458681937964
50,lightgbm_regressor,trade_pressure_100,0.029167889755390964,0.0024789997563342795,0.0252840130420817,0.0320581323167314
